,id,created_at,updated_at,pump_score,chat_crowd_score,chat_crowd_score_updated_at,chat_time_score,chat_time_score_updated_at,signal_id,duration,entry_cross,price_increase,pump_type,stop_loss_cross,targets_achieved_rate,targets_cross,volume,basic_metrics,accuracy_score,accuracy_score_updated_at,chat_accuracy_score,chat_accuracy_score_updated_at,chat_impact_score,chat_impact_score_updated_at,impact_score,impact_score_updated_at,telegram_chat_id,commodity,source_posted_at,signal_position,message_text
4801,110056,2024-02-06 15:30:59.788754+00:00,2024-02-06 18:32:28.021251+00:00,0.24371583154488646,0.1384925339119756,2024-02-06 18:32:28.429212+00:00,,,565199,"{""start_date"": ""2024-01-29 09:08:33.646000"", ""end_date"": ""2024-01-29 16:23:51.947000"", ""start_timestamp"": 1706519313646, ""end_timestamp"": 1706545431947, ""duration_min"": 435.30501666666663}","{""entry_cross"": true, ""timestamp"": 1706519313646, ""date"": ""2024-01-29 09:08:33.646000"", ""price"": 0.002955, ""amount"": 662.5759}","{""from"": 0.002955, ""to"": 0.002965, ""price_increase"": 0.003384094754653139}",crowd,"{""stop_loss"": false, ""stop_loss_cross"": false, ""timestamp"": null, ""date"": null, ""price"": null, ""amount"": null}","{""targets_achieved"": 1, ""total_targets"": 1, ""rate"": 1.0}","[{""price_achieved"": true, ""timestamp"": 1706545431947, ""date"": ""2024-01-29 16:23:51.947000"", ""price"": 0.002988, ""amount"": 244.4357}]","{""volume_traded"": 870259.0711999999, ""volume_traded_base_commodity_value"": 2550.6971192788}","{""first_timestamp"": 1706519313646, ""last_timestamp"": 1706545431947, ""first_date"": ""2024-01-29 09:08:33.646000"", ""last_date"": ""2024-01-29 16:23:51.947000"", ""min_price"": 0.002883, ""max_price"": 0.003, ""avg_price"": 0.0029347439024390246, ""median_price"": 0.002932, ""std_price"": 2.903512194136496e-05, ""min_amount"": 34.3761, ""max_amount"": 257000.0, ""avg_amount"": 5306.457751219512, ""std_amount"": 21120.32242919955, ""median_amount"": 311.3141, ""min_base_commodity_value"": 0.10000007490000001, ""max_base_commodity_value"": 753.781, ""avg_base_commodity_value"": 15.553031215114634, ""std_base_commodity_value"": 61.93078658518241, ""median_base_commodity_value"": 0.9154191110500001}",0.37327070619718367,2024-02-18 00:39:55.891027+00:00,,,0.13004119030295688,2024-02-17 13:45:35.228329+00:00,4.6570670631815064e-05,2024-02-13 20:04:01.378104+00:00,1701.0,BOLT,2024-01-29 09:03:08+00:00,long,"KUCOIN
#USDT_BOLT
LONG
🆔 #3410641
Ask: 0.002955000000
Target: 0.002984472000
TP: 1.0%
SL: -4.0%"
4802,110040,2024-02-06 15:30:16.431602+00:00,2024-02-06 18:31:59.849707+00:00,0.11592731430748779,0.05744980364037367,2024-02-06 18:32:00.252215+00:00,,,565186,"{""start_date"": ""2024-01-29 08:27:48.656000"", ""end_date"": ""2024-01-29 11:15:32.881000"", ""start_timestamp"": 1706516868656, ""end_timestamp"": 1706526932881, ""duration_min"": 167.73708333333335}","{""entry_cross"": true, ""timestamp"": 1706516868656, ""date"": ""2024-01-29 08:27:48.656000"", ""price"": 3.71, ""amount"": 3.8}","{""from"": 3.70059, ""to"": 3.7846, ""price_increase"": 0.022701785390978235}",crowd,"{""stop_loss"": true, ""stop_loss_cross"": true, ""timestamp"": 1706614662039, ""date"": ""2024-01-30 11:37:42.039000"", ""price"": 3.5, ""amount"": 163.3}","{""targets_achieved"": 1, ""total_targets"": 6, ""rate"": 0.16666666666666666}","[{""price_achieved"": true, ""timestamp"": 1706514286929, ""date"": ""2024-01-29 07:44:46.929000"", ""price"": 3.67692, ""amount"": 2.0}, {""price_achieved"": true, ""timestamp"": 1706526932881, ""date"": ""2024-01-29 11:15:32.881000"", ""price"": 3.8, ""amount"": 2.7}]","{""volume_traded"": 5355335.1, ""volume_traded_base_commodity_value"": 19817863.748366002}","{""first_timestamp"": 1706516868656, ""last_timestamp"": 1706526932881, ""first_date"": ""2024-01-29 08:27:48.656000"", ""last_date"": ""2024-01-29 11:15:32.881000"", ""min_price"": 3.629, ""max_price"": 3.8, ""avg_price"": 3.6997045638928534, ""median_price"": 3.69611, ""std_price"": 0.03675301789350552, ""min_amount"": 0.1, ""max_amount"": 23266.6, ""avg_amount"": 48.9930755296959, ""std_amount"": 184.60070624423548, ""median_amount"": 8.7, ""min_base_commodity_value"": 0.363038, ""max_base_commodity_value"": 86924.0176, ""avg_base_commodity_value"": 181.30295813998978, ""std_base_commodity_value"": 685.3056020287514, ""median_base_commodity_value"": 32.0110175}",0.27434061337606225,2024-02-18 00:39:55.843703+00:00,,,0.27634744269348394,2024-02-17 13:40:07.191031+00:00,1.0,2024-02-13 20:04:00.739780+00:00,316.0,MANTA,2024-01-29 07:44:46+00:00,long,"𝐉𝐚𝐧𝐮𝐚𝐫𝐲 𝐌𝐨𝐧𝐭𝐡 𝐓𝐫𝐚𝐝𝐞 𝐍𝐨 : 19

Coin Name :  #MANTA/USDT
Exchanges:  Bybit USDT , Binance Futures , BingX USDT
Signal Type: (LONG) 
Leverage: Cross(10X_100X)

Entry Targets:
1) 3.71
2) 3.62

Take Profit Targets:
1) 3.80
2) 3.95
3) 4.14
4) 4.38
5) 4.60

Stop Targets: 3.50"
4803,110041,2024-02-06 15:30:21.560941+00:00,2024-02-06 18:32:00.496543+00:00,0.11592731430748779,0.0487689027057436,2024-02-06 18:32:01.401707+00:00,,,565173,"{""start_date"": ""2024-01-29 08:27:48.656000"", ""end_date"": ""2024-01-29 11:15:32.881000"", ""start_timestamp"": 1706516868656, ""end_timestamp"": 1706526932881, ""duration_min"": 167.73708333333335}","{""entry_cross"": true, ""timestamp"": 1706516868656, ""date"": ""2024-01-29 08:27:48.656000"", ""price"": 3.71, ""amount"": 3.8}","{""from"": 3.70059, ""to"": 3.7846, ""price_increase"": 0.022701785390978235}",crowd,"{""stop_loss"": true, ""stop_loss_cross"": true, ""timestamp"": 1706614662039, ""date"": ""2024-01-30 11:37:42.039000"", ""price"": 3.5, ""amount"": 163.3}","{""targets_achieved"": 1, ""total_targets"": 6, ""rate"": 0.16666666666666666}","[{""price_achieved"": true, ""timestamp"": 1706514286929, ""date"": ""2024-01-29 07:44:46.929000"", ""price"": 3.67692, ""amount"": 2.0}, {""price_achieved"": true, ""timestamp"": 1706526932881, ""date"": ""2024-01-29 11:15:32.881000"", ""price"": 3.8, ""amount"": 2.7}]","{""volume_traded"": 5355335.1, ""volume_traded_base_commodity_value"": 19817863.748366002}","{""first_timestamp"": 1706516868656, ""last_timestamp"": 1706526932881, ""first_date"": ""2024-01-29 08:27:48.656000"", ""last_date"": ""2024-01-29 11:15:32.881000"", ""min_price"": 3.629, ""max_price"": 3.8, ""avg_price"": 3.6997045638928534, ""median_price"": 3.69611, ""std_price"": 0.03675301789350552, ""min_amount"": 0.1, ""max_amount"": 23266.6, ""avg_amount"": 48.9930755296959, ""std_amount"": 184.60070624423548, ""median_amount"": 8.7, ""min_base_commodity_value"": 0.363038, ""max_base_commodity_value"": 86924.0176, ""avg_base_commodity_value"": 181.30295813998978, ""std_base_commodity_value"": 685.3056020287514, ""median_base_commodity_value"": 32.0110175}",0.27434061337606225,2024-02-18 00:40:10.029779+00:00,0.09536760559247161,2024-02-20 20:12:13.353110+00:00,0.2426207886435996,2024-02-17 23:29:02.340141+00:00,1.0,2024-02-13 20:04:12.418899+00:00,320.0,MANTA,2024-01-29 07:44:46+00:00,long,"𝐉𝐚𝐧𝐮𝐚𝐫𝐲 𝐌𝐨𝐧𝐭𝐡 𝐓𝐫𝐚𝐝𝐞 𝐍𝐨 : 19

Coin Name :  #MANTA/USDT
Exchanges:  Bybit USDT , Binance Futures , BingX USDT
Signal Type: (LONG) 
Leverage: Cross(10X_100X)

Entry Targets:
1) 3.71
2) 3.62

Take Profit Targets:
1) 3.80
2) 3.95
3) 4.14
4) 4.38
5) 4.60

Stop Targets: 3.50"
4804,110026,2024-02-06 15:29:44.915610+00:00,2024-02-06 18:30:39.100151+00:00,0.25017201137138534,0.02109354898279196,2024-02-06 18:30:39.559768+00:00,,,565136,"{""start_date"": ""2024-01-31 08:14:03.041000"", ""end_date"": ""2024-01-31 15:15:07.730000"", ""start_timestamp"": 1706688843041, ""end_timestamp"": 1706714107730, ""duration_min"": 421.07815}","{""entry_cross"": true, ""timestamp"": 1706688843041, ""date"": ""2024-01-31 08:14:03.041000"", ""price"": 0.2232, ""amount"": 12.8761}","{""from"": 0.22325, ""to"": 0.21326, ""price_increase"": 0.04474804031354983}",crowd,"{""stop_loss"": false, ""stop_loss_cross"": false, ""timestamp"": null, ""date"": null, ""price"": null, ""amount"": null}","{""targets_achieved"": 1, ""total_targets"": 2, ""rate"": 0.5}","[{""price_achieved"": true, ""timestamp"": 1706714107730, ""date"": ""2024-01-31 15:15:07.730000"", ""price"": 0.2132, ""amount"": 28.5589}]","{""volume_traded"": 13451812.304600002, ""volume_traded_base_commodity_value"": 3071252.927237928}","{""first_timestamp"": 1706688843041, ""last_timestamp"": 1706714107730, ""first_date"": ""2024-01-31 08:14:03.041000"", ""last_date"": ""2024-01-31 15:15:07.730000"", ""min_price"": 0.2132, ""max_price"": 0.23407, ""avg_price"": 0.22828509554500226, ""median_price"": 0.22869499999999998, ""std_price"": 0.0032156440147345098, ""min_amount"": 0.0001, ""max_amount"": 54000.0, ""avg_amount"": 760.5049923450929, ""std_amount"": 1635.7227866500523, ""median_amount"": 321.57425, ""min_base_commodity_value"": 2.1422e-05, ""max_base_commodity_value"": 12275.279999999999, ""avg_base_commodity_value"": 173.6348330641072, ""std_base_commodity_value"": 373.035039295243, ""median_base_commodity_value"": 73.328795898}",0.43744698898318807,2024-02-18 00:39:54.353800+00:00,,,0.17843383142974695,2024-02-17 13:13:28.595496+00:00,0.9999999989892057,2024-02-13 20:03:59.392443+00:00,378.0,ONDO,2024-01-29 07:25:10+00:00,,"OCR:

BYBIT ONDOUSDT ROI +89.60% Entry Price 0.2232 Exit Price 0.2132 Join and claim over $5,000 in bonuses! Referral Code: 480008 BYBIT XEMUSDT +72.12% 0.04492 004330 mand Referral C BYBIT last seen recently DYAD W DX +98 3:08 PM Unread Messages MANTAUSOT Message Today BYBIT CHZUSDT g ROI +93.61% Entry Price 0.10917 Exit Price 0.11428 Join and claim over $5,000 in bonuses! Referral Code: Roto II SS C 7:01 PM Referral Code: 40000s I III 74 PM✓ N"
4805,110017,2024-02-06 15:29:23.256257+00:00,2024-02-06 18:30:26.264086+00:00,0.3225719006328383,0.15953583812332878,2024-02-06 18:30:26.796457+00:00,,,565070,"{""start_date"": ""2024-01-29 05:35:12.102000"", ""end_date"": ""2024-01-29 16:32:42.744000"", ""start_timestamp"": 1706506512102, ""end_timestamp"": 1706545962744, ""duration_min"": 657.5107}","{""entry_cross"": true, ""timestamp"": 1706506512102, ""date"": ""2024-01-29 05:35:12.102000"", ""price"": 18.97, ""amount"": 0.8}","{""from"": 18.97, ""to"": 19.17, ""price_increase"": 0.010542962572483019}",crowd,"{""stop_loss"": false, ""stop_loss_cross"": false, ""timestamp"": null, ""date"": null, ""price"": null, ""amount"": null}","{""targets_achieved"": 1, ""total_targets"": 1, ""rate"": 1.0}","[{""price_achieved"": true, ""timestamp"": 1706545962744, ""date"": ""2024-01-29 16:32:42.744000"", ""price"": 19.18, ""amount"": 2.58}]","{""volume_traded"": 414931.68000000005, ""volume_traded_base_commodity_value"": 7752557.103700001}","{""first_timestamp"": 1706506512102, ""last_timestamp"": 1706545962744, ""first_date"": ""2024-01-29 05:35:12.102000"", ""last_date"": ""2024-01-29 16:32:42.744000"", ""min_price"": 18.26, ""max_price"": 19.18, ""avg_price"": 18.714577714207874, ""median_price"": 18.74, ""std_price"": 0.23238105727767983, ""min_amount"": 0.01, ""max_amount"": 3457.31, ""avg_amount"": 28.26125051082959, ""std_amount"": 92.09158178273191, ""median_amount"": 7.15, ""min_base_commodity_value"": 0.1862, ""max_base_commodity_value"": 64513.4046, ""avg_base_commodity_value"": 528.0314060550335, ""std_base_commodity_value"": 1709.9201905322675, ""median_base_commodity_value"": 133.7982}",0.4490836111915213,2024-02-18 00:39:53.611216+00:00,,,0.22576733484513567,2024-02-17 12:40:00.645648+00:00,1.0,2024-02-13 20:03:59.334612+00:00,1701.0,ENS,2024-01-29 05:35:09+00:00,long,"BINANCE
#USDT_ENS
LONG
🆔 #3410582
Ask: 18.97000000
Target: 19.17867000
TP: 1.1%
SL: -4.0%"
4806,109912,2024-02-06 15:26:10.723935+00:00,2024-02-06 18:28:49.120243+00:00,0.32041579250141294,0.17006963936730463,2024-02-06 18:28:49.552313+00:00,,,563264,"{""start_date"": ""2024-01-28 12:51:15.040000"", ""end_date"": ""2024-01-29 16:24:00.078000"", ""start_timestamp"": 1706446275040, ""end_timestamp"": 1706545440078, ""duration_min"": 1652.7506333333333}","{""entry_cross"": true, ""timestamp"": 1706446275040, ""date"": ""2024-01-28 12:51:15.040000"", ""price"": 0.4482, ""amount"": 247.0}","{""from"": 0.4482, ""to"": 0.4643, ""price_increase"": 0.03592146363230701}",crowd,"{""stop_loss"": false, ""stop_loss_cross"": false, ""timestamp"": null, ""date"": null, ""price"": null, ""amount"": null}","{""targets_achieved"": 5, ""total_targets"": 6, ""rate"": 0.8333333333333334}","[{""price_achieved"": true, ""timestamp"": 1706446275040, ""date"": ""2024-01-28 12:51:15.040000"", ""price"": 0.4482, ""amount"": 247.0}, {""price_achieved"": true, ""timestamp"": 1706448615375, ""date"": ""2024-01-28 13:30:15.375000"", ""price"": 0.4505, ""amount"": 62.9}, {""price_achieved"": true, ""timestamp"": 1706498658878, ""date"": ""2024-01-29 03:24:18.878000"", ""price"": 0.454, ""amount"": 112.7}, {""price_achieved"": true, ""timestamp"": 1706541856528, ""date"": ""2024-01-29 15:24:16.528000"", ""price"": 0.4575, ""amount"": 445.6}, {""price_achieved"": true, ""timestamp"": 1706543333408, ""date"": ""2024-01-29 15:48:53.408000"", ""price"": 0.461, ""amount"": 152.5}, {""price_achieved"": true, ""timestamp"": 1706545440078, ""date"": ""2024-01-29 16:24:00.078000"", ""price"": 0.465, ""amount"": 11.0}]","{""volume_traded"": 9503760.4, ""volume_traded_base_commodity_value"": 4276642.988539999}","{""first_timestamp"": 1706446275040, ""last_timestamp"": 1706545440078, ""first_date"": ""2024-01-28 12:51:15.040000"", ""last_date"": ""2024-01-29 16:24:00.078000"", ""min_price"": 0.4382, ""max_price"": 0.465, ""avg_price"": 0.44997309049299133, ""median_price"": 0.4496, ""std_price"": 0.005187490143586547, ""min_amount"": 0.1, ""max_amount"": 99331.3, ""avg_amount"": 906.2420520644608, ""std_amount"": 2675.3243607402505, ""median_amount"": 330.8, ""min_base_commodity_value"": 0.04395, ""max_base_commodity_value"": 44728.88439, ""avg_base_commodity_value"": 407.80423272051104, ""std_base_commodity_value"": 1201.237838344948, ""median_base_commodity_value"": 149.00142}",0.6329869200646452,2024-02-18 00:39:54.361305+00:00,,,0.6781770086924243,2024-02-17 12:47:57.507243+00:00,0.999999999999994,2024-02-13 20:03:59.387445+00:00,1773.0,YGG,2024-01-28 12:51:03+00:00,long,"#YGGUSDT 

🟢LONG ENTRY :- 0.4450- 0.4340

Leverage: Cross (20X)

👇TAKE PROFIT

1) 0.4470
2) 0.4505
3) 0.4540
4) 0.4575
5) 0.4610
6) 0.4650➕

Stop Loss : - 0.4230"
4807,109913,2024-02-06 15:26:11.638154+00:00,2024-02-06 18:28:49.732789+00:00,0.32041579250141294,0.17083957994281648,2024-02-06 18:28:50.056289+00:00,,,563261,"{""start_date"": ""2024-01-28 12:51:15.040000"", ""end_date"": ""2024-01-29 16:24:00.078000"", ""start_timestamp"": 1706446275040, ""end_timestamp"": 1706545440078, ""duration_min"": 1652.7506333333333}","{""entry_cross"": true, ""timestamp"": 1706446275040, ""date"": ""2024-01-28 12:51:15.040000"", ""price"": 0.4482, ""amount"": 247.0}","{""from"": 0.4482, ""to"": 0.4643, ""price_increase"": 0.03592146363230701}",crowd,"{""stop_loss"": false, ""stop_loss_cross"": false, ""timestamp"": null, ""date"": null, ""price"": null, ""amount"": null}","{""targets_achieved"": 5, ""total_targets"": 6, ""rate"": 0.8333333333333334}","[{""price_achieved"": true, ""timestamp"": 1706446275040, ""date"": ""2024-01-28 12:51:15.040000"", ""price"": 0.4482, ""amount"": 247.0}, {""price_achieved"": true, ""timestamp"": 1706448615375, ""date"": ""2024-01-28 13:30:15.375000"", ""price"": 0.4505, ""amount"": 62.9}, {""price_achieved"": true, ""timestamp"": 1706498658878, ""date"": ""2024-01-29 03:24:18.878000"", ""price"": 0.454, ""amount"": 112.7}, {""price_achieved"": true, ""timestamp"": 1706541856528, ""date"": ""2024-01-29 15:24:16.528000"", ""price"": 0.4575, ""amount"": 445.6}, {""price_achieved"": true, ""timestamp"": 1706543333408, ""date"": ""2024-01-29 15:48:53.408000"", ""price"": 0.461, ""amount"": 152.5}, {""price_achieved"": true, ""timestamp"": 1706545440078, ""date"": ""2024-01-29 16:24:00.078000"", ""price"": 0.465, ""amount"": 11.0}]","{""volume_traded"": 9503760.4, ""volume_traded_base_commodity_value"": 4276642.988539999}","{""first_timestamp"": 1706446275040, ""last_timestamp"": 1706545440078, ""first_date"": ""2024-01-28 12:51:15.040000"", ""last_date"": ""2024-01-29 16:24:00.078000"", ""min_price"": 0.4382, ""max_price"": 0.465, ""avg_price"": 0.44997309049299133, ""median_price"": 0.4496, ""std_price"": 0.005187490143586547, ""min_amount"": 0.1, ""max_amount"": 99331.3, ""avg_amount"": 906.2420520644608, ""std_amount"": 2675.3243607402505, ""median_amount"": 330.8, ""min_base_commodity_value"": 0.04395, ""max_base_commodity_value"": 44728.88439, ""avg_base_commodity_value"": 407.80423272051104, ""std_base_commodity_value"": 1201.237838344948, ""median_base_commodity_value"": 149.00142}",0.6329869200646452,2024-02-18 00:39:54.361305+00:00,,,0.6849135043006379,2024-02-17 12:47:29.703262+00:00,0.999999999999994,2024-02-13 20:03:59.385921+00:00,2000.0,YGG,2024-01-28 12:51:03+00:00,long,"#YGGUSDT 

🟢LONG ENTRY :- 0.4450- 0.4340

Leverage: Cross (20X)

👇TAKE PROFIT

1) 0.4470
2) 0.4505
3) 0.4540
4) 0.4575
5) 0.4610
6) 0.4650➕

Stop Loss : - 0.4230"
4808,109910,2024-02-06 15:26:09.109464+00:00,2024-02-06 18:28:42.159552+00:00,0.32041579250141294,0.16855490251889405,2024-02-06 18:28:42.541856+00:00,,,563262,"{""start_date"": ""2024-01-28 12:51:15.040000"", ""end_date"": ""2024-01-29 16:24:00.078000"", ""start_timestamp"": 1706446275040, ""end_timestamp"": 1706545440078, ""duration_min"": 1652.7506333333333}","{""entry_cross"": true, ""timestamp"": 1706446275040, ""date"": ""2024-01-28 12:51:15.040000"", ""price"": 0.4482, ""amount"": 247.0}","{""from"": 0.4482, ""to"": 0.4643, ""price_increase"": 0.03592146363230701}",crowd,"{""stop_loss"": false, ""stop_loss_cross"": false, ""timestamp"": null, ""date"": null, ""price"": null, ""amount"": null}","{""targets_achieved"": 5, ""total_targets"": 6, ""rate"": 0.8333333333333334}","[{""price_achieved"": true, ""timestamp"": 1706446275040, ""date"": ""2024-01-28 12:51:15.040000"", ""price"": 0.4482, ""amount"": 247.0}, {""price_achieved"": true, ""timestamp"": 1706448615375, ""date"": ""2024-01-28 13:30:15.375000"", ""price"": 0.4505, ""amount"": 62.9}, {""price_achieved"": true, ""timestamp"": 1706498658878, ""date"": ""2024-01-29 03:24:18.878000"", ""price"": 0.454, ""amount"": 112.7}, {""price_achieved"": true, ""timestamp"": 1706541856528, ""date"": ""2024-01-29 15:24:16.528000"", ""price"": 0.4575, ""amount"": 445.6}, {""price_achieved"": true, ""timestamp"": 1706543333408, ""date"": ""2024-01-29 15:48:53.408000"", ""price"": 0.461, ""amount"": 152.5}, {""price_achieved"": true, ""timestamp"": 1706545440078, ""date"": ""2024-01-29 16:24:00.078000"", ""price"": 0.465, ""amount"": 11.0}]","{""volume_traded"": 9503760.4, ""volume_traded_base_commodity_value"": 4276642.988539999}","{""first_timestamp"": 1706446275040, ""last_timestamp"": 1706545440078, ""first_date"": ""2024-01-28 12:51:15.040000"", ""last_date"": ""2024-01-29 16:24:00.078000"", ""min_price"": 0.4382, ""max_price"": 0.465, ""avg_price"": 0.44997309049299133, ""median_price"": 0.4496, ""std_price"": 0.005187490143586547, ""min_amount"": 0.1, ""max_amount"": 99331.3, ""avg_amount"": 906.2420520644608, ""std_amount"": 2675.3243607402505, ""median_amount"": 330.8, ""min_base_commodity_value"": 0.04395, ""max_base_commodity_value"": 44728.88439, ""avg_base_commodity_value"": 407.80423272051104, ""std_base_commodity_value"": 1201.237838344948, ""median_base_commodity_value"": 149.00142}",0.6329869200646452,2024-02-18 00:39:54.361305+00:00,0.45234948924909846,2024-02-20 22:22:06.823844+00:00,0.6797289004485332,2024-02-17 12:47:43.047431+00:00,0.999999999999994,2024-02-13 20:03:59.386431+00:00,1864.0,YGG,2024-01-28 12:51:03+00:00,long,"#YGGUSDT 

🟢LONG ENTRY :- 0.4450- 0.4340

Leverage: Cross (20X)

👇TAKE PROFIT

1) 0.4470
2) 0.4505
3) 0.4540
4) 0.4575
5) 0.4610
6) 0.4650➕

Stop Loss : - 0.4230"
4809,109911,2024-02-06 15:26:09.908052+00:00,2024-02-06 18:28:44.486115+00:00,0.32041579250141294,0.17279031942559034,2024-02-06 18:28:44.839489+00:00,,,563263,"{""start_date"": ""2024-01-28 12:51:15.040000"", ""end_date"": ""2024-01-29 16:24:00.078000"", ""start_timestamp"": 1706446275040, ""end_timestamp"": 1706545440078, ""duration_min"": 1652.7506333333333}","{""entry_cross"": true, ""timestamp"": 1706446275040, ""date"": ""2024-01-28 12:51:15.040000"", ""price"": 0.4482, ""amount"": 247.0}","{""from"": 0.4482, ""to"": 0.4643, ""price_increase"": 0.03592146363230701}",crowd,"{""stop_loss"": false, ""stop_loss_cross"": false, ""timestamp"": null, ""date"": null, ""price"": null, ""amount"": null}","{""targets_achieved"": 5, ""total_targets"": 6, ""rate"": 0.8333333333333334}","[{""price_achieved"": true, ""timestamp"": 1706446275040, ""date"": ""2024-01-28 12:51:15.040000"", ""price"": 0.4482, ""amount"": 247.0}, {""price_achieved"": true, ""timestamp"": 1706448615375, ""date"": ""2024-01-28 13:30:15.375000"", ""price"": 0.4505, ""amount"": 62.9}, {""price_achieved"": true, ""timestamp"": 1706498658878, ""date"": ""2024-01-29 03:24:18.878000"", ""price"": 0.454, ""amount"": 112.7}, {""price_achieved"": true, ""timestamp"": 1706541856528, ""date"": ""2024-01-29 15:24:16.528000"", ""price"": 0.4575, ""amount"": 445.6}, {""price_achieved"": true, ""timestamp"": 1706543333408, ""date"": ""2024-01-29 15:48:53.408000"", ""price"": 0.461, ""amount"": 152.5}, {""price_achieved"": true, ""timestamp"": 1706545440078, ""date"": ""2024-01-29 16:24:00.078000"", ""price"": 0.465, ""amount"": 11.0}]","{""volume_traded"": 9503760.4, ""volume_traded_base_commodity_value"": 4276642.988539999}","{""first_timestamp"": 1706446275040, ""last_timestamp"": 1706545440078, ""first_date"": ""2024-01-28 12:51:15.040000"", ""last_date"": ""2024-01-29 16:24:00.078000"", ""min_price"": 0.4382, ""max_price"": 0.465, ""avg_price"": 0.44997309049299133, ""median_price"": 0.4496, ""std_price"": 0.005187490143586547, ""min_amount"": 0.1, ""max_amount"": 99331.3, ""avg_amount"": 906.2420520644608, ""std_amount"": 2675.3243607402505, ""median_amount"": 330.8, ""min_base_commodity_value"": 0.04395, ""max_base_commodity_value"": 44728.88439, ""avg_base_commodity_value"": 407.80423272051104, ""std_base_commodity_value"": 1201.237838344948, ""median_base_commodity_value"": 149.00142}",0.6329869200646452,2024-02-18 00:39:54.361305+00:00,,,0.7073372101921566,2024-02-17 12:47:50.343490+00:00,0.999999999999994,2024-02-13 20:03:59.387445+00:00,17.0,YGG,2024-01-28 12:51:03+00:00,long,"#YGGUSDT 

🟢LONG ENTRY :- 0.4450- 0.4340

Leverage: Cross (20X)

👇TAKE PROFIT

1) 0.4470
2) 0.4505
3) 0.4540
4) 0.4575
5) 0.4610
6) 0.4650➕

Stop Loss : - 0.4230"
4810,109908,2024-02-06 15:26:07.076520+00:00,2024-02-06 18:42:16.975591+00:00,0.32041579250141294,0.19103161460317294,2024-02-06 18:42:17.306708+00:00,,,563289,"{""start_date"": ""2024-01-28 12:51:15.040000"", ""end_date"": ""2024-01-29 16:24:00.078000"", ""start_timestamp"": 1706446275040, ""end_timestamp"": 1706545440078, ""duration_min"": 1652.7506333333333}","{""entry_cross"": true, ""timestamp"": 1706446275040, ""date"": ""2024-01-28 12:51:15.040000"", ""price"": 0.4482, ""amount"": 247.0}","{""from"": 0.4482, ""to"": 0.4643, ""price_increase"": 0.03592146363230701}",crowd,"{""stop_loss"": false, ""stop_loss_cross"": false, ""timestamp"": null, ""date"": null, ""price"": null, ""amount"": null}","{""targets_achieved"": 5, ""total_targets"": 6, ""rate"": 0.8333333333333334}","[{""price_achieved"": true, ""timestamp"": 1706446275040, ""date"": ""2024-01-28 12:51:15.040000"", ""price"": 0.4482, ""amount"": 247.0}, {""price_achieved"": true, ""timestamp"": 1706448615375, ""date"": ""2024-01-28 13:30:15.375000"", ""price"": 0.4505, ""amount"": 62.9}, {""price_achieved"": true, ""timestamp"": 1706498658878, ""date"": ""2024-01-29 03:24:18.878000"", ""price"": 0.454, ""amount"": 112.7}, {""price_achieved"": true, ""timestamp"": 1706541856528, ""date"": ""2024-01-29 15:24:16.528000"", ""price"": 0.4575, ""amount"": 445.6}, {""price_achieved"": true, ""timestamp"": 1706543333408, ""date"": ""2024-01-29 15:48:53.408000"", ""price"": 0.461, ""amount"": 152.5}, {""price_achieved"": true, ""timestamp"": 1706545440078, ""date"": ""2024-01-29 16:24:00.078000"", ""price"": 0.465, ""amount"": 11.0}]","{""volume_traded"": 9503760.4, ""volume_traded_base_commodity_value"": 4276642.988539999}","{""first_timestamp"": 1706446275040, ""last_timestamp"": 1706545440078, ""first_date"": ""2024-01-28 12:51:15.040000"", ""last_date"": ""2024-01-29 16:24:00.078000"", ""min_price"": 0.4382, ""max_price"": 0.465, ""avg_price"": 0.44997309049299133, ""median_price"": 0.4496, ""std_price"": 0.005187490143586547, ""min_amount"": 0.1, ""max_amount"": 99331.3, ""avg_amount"": 906.2420520644608, ""std_amount"": 2675.3243607402505, ""median_amount"": 330.8, ""min_base_commodity_value"": 0.04395, ""max_base_commodity_value"": 44728.88439, ""avg_base_commodity_value"": 407.80423272051104, ""std_base_commodity_value"": 1201.237838344948, ""median_base_commodity_value"": 149.00142}",0.6329869200646452,2024-02-18 00:39:54.350913+00:00,,,0.6800432909024894,2024-02-17 12:54:50.086316+00:00,0.999999999999994,2024-02-13 20:03:59.390444+00:00,1957.0,YGG,2024-01-28 12:51:03+00:00,long,"#YGGUSDT 

🟢LONG ENTRY :- 0.4450- 0.4340

Leverage: Cross (20X)

👇TAKE PROFIT

1) 0.4470
2) 0.4505
3) 0.4540
4) 0.4575
5) 0.4610
6) 0.4650➕

Stop Loss : - 0.4230"
